ID,Data,Hora,Alcance,Curtidas,Cliques_no_link
700,19/05/2015,22:30,3043,101,30
701,19/05/2015,23:00,2685,90,27
702,19/05/2015,23:30,2327,78,23
703,19/05/2015,00:00,1790,60,18
704,20/05/2015,06:00,1960,65,20
705,20/05/2015,06:30,2940,98,29
706,20/05/2015,07:00,3528,118,35
707,20/05/2015,07:30,4508,150,45
708,20/05/2015,08:00,4116,137,41
709,20/05/2015,08:30,3920,131,39
710,20/05/2015,09:00,3528,118,35
711,20/05/2015,09:30,2548,85,26
712,20/05/2015,10:00,1960,65,20
713,20/05/2015,10:30,1568,52,16
714,20/05/2015,11:00,980,33,10
715,20/05/2015,11:30,1372,46,14
716,20/05/2015,12:00,1764,59,18
717,20/05/2015,12:30,1960,65,20
718,20/05/2015,13:00,2156,72,22
719,20/05/2015,13:30,2548,85,26
720,20/05/2015,14:00,3136,105,32
721,20/05/2015,14:30,3528,118,35
722,20/05/2015,15:00,3920,131,39
723,20/05/2015,15:30,4704,157,47
724,20/05/2015,16:00,5292,176,53
725,20/05/2015,16:30,5880,196,59
726,20/05/2015,17:00,7448,248,74
727,20/05/2015,17:30,8820,294,88
728,20/05/2015,18:00,9800,327,98
729,20/05/2015,18:30,9016,301,90
730,20/05/2015,19:00,7448,248,74
731,20/05/2015,19:30,6468,216,65
732,20/05/2015,20:00,5880,196,59
733,20/05/2015,20:30,5488,183,55
734,20/05/2015,21:00,4704,157,47
735,20/05/2015,21:30,3920,131,39
736,20/05/2015,22:00,3724,124,37
737,20/05/2015,22:30,3332,111,33
738,20/05/2015,23:00,2940,98,29
739,20/05/2015,23:30,2548,85,26
740,20/05/2015,00:00,1960,65,20
741,21/05/2015,06:00,2156,72,22
742,21/05/2015,06:30,3234,108,32
743,21/05/2015,07:00,3881,129,39
744,21/05/2015,07:30,4959,165,50
745,21/05/2015,08:00,4528,151,45
746,21/05/2015,08:30,4312,144,43
747,21/05/2015,09:00,3881,129,39
748,21/05/2015,09:30,2803,93,28
749,21/05/2015,10:00,2156,72,22
750,21/05/2015,10:30,1725,57,17
751,21/05/2015,11:00,1078,36,11
752,21/05/2015,11:30,1509,50,15
753,21/05/2015,12:00,1940,65,20
754,21/05/2015,12:30,2156,72,22
755,21/05/2015,13:00,2372,79,24
756,21/05/2015,13:30,2803,93,28
757,21/05/2015,14:00,3450,115,35
758,21/05/2015,14:30,3881,129,39
759,21/05/2015,15:00,4312,144,43
760,21/05/2015,15:30,5174,172,52
761,21/05/2015,16:00,5821,194,58
762,21/05/2015,16:30,6468,216,65
763,21/05/2015,17:00,8193,273,82
764,21/05/2015,17:30,9702,323,97
765,21/05/2015,18:00,10780,359,108
766,21/05/2015,18:30,9918,331,99
767,21/05/2015,19:00,8193,273,82
768,21/05/2015,19:30,7115,237,71
769,21/05/2015,20:00,6468,216,65
770,21/05/2015,20:30,6037,201,60
771,21/05/2015,21:00,5174,172,52
772,21/05/2015,21:30,4312,144,43
773,21/05/2015,22:00,4096,137,41
774,21/05/2015,22:30,3665,122,37
775,21/05/2015,23:00,3234,108,32
776,21/05/2015,23:30,2803,93,28
777,21/05/2015,00:00,2156,72,22
778,22/05/2015,06:00,2382,79,24
779,22/05/2015,06:30,3573,119,36
780,22/05/2015,07:00,4288,143,43
781,22/05/2015,07:30,5479,183,55
782,22/05/2015,08:00,5002,167,50
783,22/05/2015,08:30,4764,159,48
784,22/05/2015,09:00,4288,143,43
785,22/05/2015,09:30,3097,103,31
786,22/05/2015,10:00,2382,79,24
787,22/05/2015,10:30,1906,64,19
788,22/05/2015,11:00,1191,40,12
789,22/05/2015,11:30,1667,56,17
790,22/05/2015,12:00,2144,71,21
791,22/05/2015,12:30,2382,79,24
792,22/05/2015,13:00,2620,87,26
793,22/05/2015,13:30,3097,103,31
794,22/05/2015,14:00,3811,127,38
795,22/05/2015,14:30,4288,143,43
796,22/05/2015,15:00,4764,159,48
797,22/05/2015,15:30,5717,191,57
798,22/05/2015,16:00,6431,214,64
799,22/05/2015,16:30,7146,238,71
800,22/05/2015,17:00,9052,302,91
801,22/05/2015,17:30,10719,357,107
802,22/05/2015,18:00,11910,397,119
803,22/05/2015,18:30,10957,365,110
804,22/05/2015,19:00,9052,302,91
805,22/05/2015,19:30,7861,262,79
806,22/05/2015,20:00,7146,238,71
807,22/05/2015,20:30,6670,222,67
808,22/05/2015,21:00,5717,191,57
809,22/05/2015,21:30,4764,159,48
810,22/05/2015,22:00,4526,151,45
811,22/05/2015,22:30,4049,135,41
812,22/05/2015,23:00,3573,119,36
813,22/05/2015,23:30,3097,103,31
814,22/05/2015,00:00,2382,79,24
815,23/05/2015,06:00,2115,71,14
816,23/05/2015,06:30,2327,78,16
817,23/05/2015,07:00,2327,78,16
818,23/05/2015,07:30,2115,71,14
819,23/05/2015,08:00,2327,78,16
820,23/05/2015,08:30,2538,85,17
821,23/05/2015,09:00,2750,92,18
822,23/05/2015,09:30,2750,92,18
823,23/05/2015,10:00,2961,99,20
824,23/05/2015,10:30,3384,113,23
825,23/05/2015,11:00,3807,127,25
826,23/05/2015,11:30,4653,155,31
827,23/05/2015,12:00,5288,176,35
828,23/05/2015,12:30,4653,155,31
829,23/05/2015,13:00,3596,120,24
830,23/05/2015,13:30,3384,113,23
831,23/05/2015,14:00,3384,113,23
832,23/05/2015,14:30,4230,141,28
833,23/05/2015,15:00,4653,155,31
834,23/05/2015,15:30,5499,183,37
835,23/05/2015,16:00,6134,204,41
836,23/05/2015,16:30,6768,226,45
837,23/05/2015,17:00,7403,247,49
838,23/05/2015,17:30,8460,282,56
839,23/05/2015,18:00,9729,324,65
840,23/05/2015,18:30,10575,353,71
841,23/05/2015,19:00,11633,388,78
842,23/05/2015,19:30,12479,416,83
843,23/05/2015,20:00,13536,451,90
844,23/05/2015,20:30,13113,437,87
845,23/05/2015,21:00,12690,423,85
846,23/05/2015,21:30,12056,402,80
847,23/05/2015,22:00,11421,381,76
848,23/05/2015,22:30,10575,353,71
849,23/05/2015,23:00,9518,317,63
850,23/05/2015,23:30,8460,282,56
851,23/05/2015,00:00,4230,141,28
852,24/05/2015,06:00,2358,79,16
853,24/05/2015,06:30,2594,86,17
854,24/05/2015,07:00,2594,86,17
855,24/05/2015,07:30,2358,79,16
856,24/05/2015,08:00,2594,86,17
857,24/05/2015,08:30,2830,94,19
858,24/05/2015,09:00,3065,102,20
859,24/05/2015,09:30,3065,102,20
860,24/05/2015,10:00,3301,110,22
861,24/05/2015,10:30,3773,126,25
862,24/05/2015,11:00,4244,141,28
863,24/05/2015,11:30,5188,173,35
864,24/05/2015,12:00,5895,197,39
865,24/05/2015,12:30,5188,173,35
866,24/05/2015,13:00,4009,134,27
867,24/05/2015,13:30,3773,126,25
868,24/05/2015,14:00,3773,126,25
869,24/05/2015,14:30,4716,157,31
870,24/05/2015,15:00,5188,173,35
871,24/05/2015,15:30,6131,204,41
872,24/05/2015,16:00,6838,228,46
873,24/05/2015,16:30,7546,252,50
874,24/05/2015,17:00,8253,275,55
875,24/05/2015,17:30,9432,314,63
876,24/05/2015,18:00,10847,362,72
877,24/05/2015,18:30,11790,393,79
878,24/05/2015,19:00,12969,432,86
879,24/05/2015,19:30,13912,464,93
880,24/05/2015,20:00,15091,503,101
881,24/05/2015,20:30,14620,487,97
882,24/05/2015,21:00,14148,472,94
883,24/05/2015,21:30,13441,448,90
884,24/05/2015,22:00,12733,424,85
885,24/05/2015,22:30,11790,393,79
886,24/05/2015,23:00,10611,354,71
887,24/05/2015,23:30,9432,314,63
888,24/05/2015,00:00,4716,157,31
889,25/05/2015,06:00,2668,89,27
890,25/05/2015,06:30,4002,133,40
891,25/05/2015,07:00,4802,160,48
892,25/05/2015,07:30,6136,205,62
893,25/05/2015,08:00,5603,187,56
894,25/05/2015,08:30,5336,178,53
895,25/05/2015,09:00,4802,160,48
896,25/05/2015,09:30,3468,116,35
897,25/05/2015,10:00,2668,89,27
898,25/05/2015,10:30,2134,71,21
899,25/05/2015,11:00,1334,44,13
900,25/05/2015,11:30,1868,62,19
901,25/05/2015,12:00,2401,80,24
902,25/05/2015,12:30,2668,89,27
903,25/05/2015,13:00,2935,98,29
904,25/05/2015,13:30,3468,116,35
905,25/05/2015,14:00,4269,142,43
906,25/05/2015,14:30,4802,160,48
907,25/05/2015,15:00,5336,178,53
908,25/05/2015,15:30,6403,213,64
909,25/05/2015,16:00,7204,240,72
910,25/05/2015,16:30,8004,267,80
911,25/05/2015,17:00,10138,338,101
912,25/05/2015,17:30,12006,400,120
913,25/05/2015,18:00,13340,445,134
914,25/05/2015,18:30,12273,409,123
915,25/05/2015,19:00,10138,338,101
916,25/05/2015,19:30,8804,293,88
917,25/05/2015,20:00,8004,267,80
918,25/05/2015,20:30,7470,249,75
919,25/05/2015,21:00,6403,213,64
920,25/05/2015,21:30,5336,178,53
921,25/05/2015,22:00,5069,169,51
922,25/05/2015,22:30,4536,151,45
923,25/05/2015,23:00,4002,133,40
924,25/05/2015,23:30,3468,116,35
925,25/05/2015,00:00,2668,89,27
926,26/05/2015,06:00,3001,100,30
927,26/05/2015,06:30,4502,150,45
928,26/05/2015,07:00,5402,180,54
929,26/05/2015,07:30,6902,230,69
930,26/05/2015,08:00,6302,210,63
931,26/05/2015,08:30,6002,200,60
932,26/05/2015,09:00,5402,180,54
933,26/05/2015,09:30,3901,130,39
934,26/05/2015,10:00,3001,100,30
935,26/05/2015,10:30,2401,80,24
936,26/05/2015,11:00,1501,50,15
937,26/05/2015,11:30,2101,70,21
938,26/05/2015,12:00,2701,90,27
939,26/05/2015,12:30,3001,100,30
940,26/05/2015,13:00,3301,110,33
941,26/05/2015,13:30,3901,130,39
942,26/05/2015,14:00,4802,160,48
943,26/05/2015,14:30,5402,180,54
944,26/05/2015,15:00,6002,200,60
945,26/05/2015,15:30,7202,240,72
946,26/05/2015,16:00,8103,270,81
947,26/05/2015,16:30,9003,300,90
948,26/05/2015,17:00,11404,380,114
949,26/05/2015,17:30,13505,450,135
950,26/05/2015,18:00,15005,500,150
951,26/05/2015,18:30,13805,460,138
952,26/05/2015,19:00,11404,380,114
953,26/05/2015,19:30,9903,330,99
954,26/05/2015,20:00,9003,300,90
955,26/05/2015,20:30,8403,280,84
956,26/05/2015,21:00,7202,240,72
957,26/05/2015,21:30,6002,200,60
958,26/05/2015,22:00,5702,190,57
959,26/05/2015,22:30,5102,170,51
960,26/05/2015,23:00,4502,150,45
961,26/05/2015,23:30,3901,130,39
962,26/05/2015,00:00,3001,100,30
963,27/05/2015,06:00,3391,113,34
964,27/05/2015,06:30,5087,170,51
965,27/05/2015,07:00,6104,203,61
966,27/05/2015,07:30,7799,260,78
967,27/05/2015,08:00,7121,237,71
968,27/05/2015,08:30,6782,226,68
969,27/05/2015,09:00,6104,203,61
970,27/05/2015,09:30,4408,147,44
971,27/05/2015,10:00,3391,113,34
972,27/05/2015,10:30,2713,90,27
973,27/05/2015,11:00,1696,57,17
974,27/05/2015,11:30,2374,79,24
975,27/05/2015,12:00,3052,102,31
976,27/05/2015,12:30,3391,113,34
977,27/05/2015,13:00,3730,124,37
978,27/05/2015,13:30,4408,147,44
979,27/05/2015,14:00,5426,181,54
980,27/05/2015,14:30,6104,203,61
981,27/05/2015,15:00,6782,226,68
982,27/05/2015,15:30,8138,271,81
983,27/05/2015,16:00,9156,305,92
984,27/05/2015,16:30,10173,339,102
985,27/05/2015,17:00,12886,430,129
986,27/05/2015,17:30,15260,509,153
987,27/05/2015,18:00,16955,565,170
988,27/05/2015,18:30,15599,520,156
989,27/05/2015,19:00,12886,430,129
990,27/05/2015,19:30,11190,373,112
991,27/05/2015,20:00,10173,339,102
992,27/05/2015,20:30,9495,316,95
993,27/05/2015,21:00,8138,271,81
994,27/05/2015,21:30,6782,226,68
995,27/05/2015,22:00,6443,215,65
996,27/05/2015,22:30,5765,192,58
997,27/05/2015,23:00,5087,170,51
998,27/05/2015,23:30,4408,147,44
999,27/05/2015,00:00,3391,113,34
1000,28/05/2015,06:00,3849,128,38
1001,28/05/2015,06:30,5774,192,58
1002,28/05/2015,07:00,6928,231,69
1003,28/05/2015,07:30,8853,295,89
1004,28/05/2015,08:00,8083,269,81
1005,28/05/2015,08:30,7698,257,77
1006,28/05/2015,09:00,6928,231,69
1007,28/05/2015,09:30,5004,167,50
1008,28/05/2015,10:00,3849,128,38
1009,28/05/2015,10:30,3079,103,31
1010,28/05/2015,11:00,1925,64,19
1011,28/05/2015,11:30,2694,90,27
1012,28/05/2015,12:00,3464,115,35
1013,28/05/2015,12:30,3849,128,38
1014,28/05/2015,13:00,4234,141,42
1015,28/05/2015,13:30,5004,167,50
1016,28/05/2015,14:00,6158,205,62
1017,28/05/2015,14:30,6928,231,69
1018,28/05/2015,15:00,7698,257,77
1019,28/05/2015,15:30,9238,308,92
1020,28/05/2015,16:00,10392,346,104
1021,28/05/2015,16:30,11547,385,116
1022,28/05/2015,17:00,14626,488,146
1023,28/05/2015,17:30,17321,577,173
1024,28/05/2015,18:00,19245,642,193
1025,28/05/2015,18:30,17705,590,177
1026,28/05/2015,19:00,14626,488,146
1027,28/05/2015,19:30,12702,423,127
1028,28/05/2015,20:00,11547,385,116
1029,28/05/2015,20:30,10777,359,108
1030,28/05/2015,21:00,9238,308,92
1031,28/05/2015,21:30,7698,257,77
1032,28/05/2015,22:00,7313,244,73
1033,28/05/2015,22:30,6543,218,65
1034,28/05/2015,23:00,5774,192,58
1035,28/05/2015,23:30,5004,167,50
1036,28/05/2015,00:00,3849,128,38
1037,29/05/2015,06:00,4388,146,44
1038,29/05/2015,06:30,6582,219,66
1039,29/05/2015,07:00,7898,263,79
1040,29/05/2015,07:30,10092,336,101
1041,29/05/2015,08:00,9215,307,92
1042,29/05/2015,08:30,8776,293,88
1043,29/05/2015,09:00,7898,263,79
1044,29/05/2015,09:30,5704,190,57
1045,29/05/2015,10:00,4388,146,44
1046,29/05/2015,10:30,3510,117,35
1047,29/05/2015,11:00,2194,73,22
1048,29/05/2015,11:30,3072,102,31
1049,29/05/2015,12:00,3949,132,40
1050,29/05/2015,12:30,4388,146,44
1051,29/05/2015,13:00,4827,161,48
1052,29/05/2015,13:30,5704,190,57
1053,29/05/2015,14:00,7021,234,70
1054,29/05/2015,14:30,7898,263,79
1055,29/05/2015,15:00,8776,293,88
1056,29/05/2015,15:30,10531,351,105
1057,29/05/2015,16:00,11848,395,119
1058,29/05/2015,16:30,13164,439,132
1059,29/05/2015,17:00,16674,556,167
1060,29/05/2015,17:30,19746,658,197
1061,29/05/2015,18:00,21940,731,219
1062,29/05/2015,18:30,20185,673,202
1063,29/05/2015,19:00,16674,556,167
1064,29/05/2015,19:30,14480,483,145
1065,29/05/2015,20:00,13164,439,132
1066,29/05/2015,20:30,12286,410,123
1067,29/05/2015,21:00,10531,351,105
1068,29/05/2015,21:30,8776,293,88
1069,29/05/2015,22:00,8337,278,83
1070,29/05/2015,22:30,7460,249,75
1071,29/05/2015,23:00,6582,219,66
1072,29/05/2015,23:30,5704,190,57
1073,29/05/2015,00:00,4388,146,44
1074,30/05/2015,06:00,5024,167,33
1075,30/05/2015,06:30,5526,184,37
1076,30/05/2015,07:00,5526,184,37
1077,30/05/2015,07:30,5024,167,33
1078,30/05/2015,08:00,5526,184,37
1079,30/05/2015,08:30,6029,201,40
1080,30/05/2015,09:00,6531,218,44
1081,30/05/2015,09:30,6531,218,44
1082,30/05/2015,10:00,7034,234,47
1083,30/05/2015,10:30,8038,268,54
1084,30/05/2015,11:00,9043,301,60
1085,30/05/2015,11:30,11053,368,74
1086,30/05/2015,12:00,12560,419,84
1087,30/05/2015,12:30,11053,368,74
1088,30/05/2015,13:00,8541,285,57
1089,30/05/2015,13:30,8038,268,54
1090,30/05/2015,14:00,8038,268,54
1091,30/05/2015,14:30,10048,335,67
1092,30/05/2015,15:00,11053,368,74
1093,30/05/2015,15:30,13062,435,87
1094,30/05/2015,16:00,14570,486,97
1095,30/05/2015,16:30,16077,536,107
1096,30/05/2015,17:00,17584,586,117
1097,30/05/2015,17:30,20096,670,134
1098,30/05/2015,18:00,23110,770,154
1099,30/05/2015,18:30,25120,837,167
1100,30/05/2015,19:00,27632,921,184
1101,30/05/2015,19:30,29642,988,198
1102,30/05/2015,20:00,32154,1072,214
1103,30/05/2015,20:30,31149,1038,208
1104,30/05/2015,21:00,30144,1005,201
1105,30/05/2015,21:30,28637,955,191
1106,30/05/2015,22:00,27130,904,181
1107,30/05/2015,22:30,25120,837,167
1108,30/05/2015,23:00,22608,754,151
1109,30/05/2015,23:30,20096,670,134
1110,30/05/2015,00:00,10048,335,67
1111,31/05/2015,06:00,5778,193,39
1112,31/05/2015,06:30,6356,212,42
1113,31/05/2015,07:00,6356,212,42
1114,31/05/2015,07:30,5778,193,39
1115,31/05/2015,08:00,6356,212,42
1116,31/05/2015,08:30,6934,231,46
1117,31/05/2015,09:00,7511,250,50
1118,31/05/2015,09:30,7511,250,50
1119,31/05/2015,10:00,8089,270,54
1120,31/05/2015,10:30,9245,308,62
1121,31/05/2015,11:00,10400,347,69
1122,31/05/2015,11:30,12712,424,85
1123,31/05/2015,12:00,14445,482,96
1124,31/05/2015,12:30,12712,424,85
1125,31/05/2015,13:00,9823,327,65
1126,31/05/2015,13:30,9245,308,62
1127,31/05/2015,14:00,9245,308,62
1128,31/05/2015,14:30,11556,385,77
1129,31/05/2015,15:00,12712,424,85
1130,31/05/2015,15:30,15023,501,100
1131,31/05/2015,16:00,16756,559,112
1132,31/05/2015,16:30,18490,616,123
1133,31/05/2015,17:00,20223,674,135
1134,31/05/2015,17:30,23112,770,154
1135,31/05/2015,18:00,26579,886,177
1136,31/05/2015,18:30,28890,963,193
1137,31/05/2015,19:00,31779,1059,212
1138,31/05/2015,19:30,34090,1136,227
1139,31/05/2015,20:00,36979,1233,247
1140,31/05/2015,20:30,35824,1194,239
1141,31/05/2015,21:00,34668,1156,231
1142,31/05/2015,21:30,32935,1098,220
1143,31/05/2015,22:00,31201,1040,208
1144,31/05/2015,22:30,28890,963,193
1145,31/05/2015,23:00,26001,867,173
1146,31/05/2015,23:30,23112,770,154
1147,31/05/2015,00:00,11556,385,77
